-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 8.19672e-07 8.1762e-07
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 2.45902e-06 1.40903e-06
-2.6125 6.55738e-06 2.55022e-06
-2.5875 3.27869e-06 1.62287e-06
-2.5625 1.63934e-06 1.15338e-06
-2.5375 1.06557e-05 2.85771e-06
-2.5125 1.06557e-05 3.08386e-06
-2.4875 2.54098e-05 4.93133e-06
-2.4625 2.86885e-05 5.96026e-06
-2.4375 3.44262e-05 6.08879e-06
-2.4125 5.65574e-05 7.82755e-06
-2.3875 8.03279e-05 8.67382e-06
-2.3625 0.00010082 1.07297e-05
-2.3375 0.000168852 1.23719e-05
-2.3125 0.000255738 1.48286e-05
-2.2875 0.000297541 1.64375e-05
-2.2625 0.000386885 2.17496e-05
-2.2375 0.000533607 2.40095e-05
-2.2125 0.000804098 2.68271e-05
-2.1875 0.00095082 2.93941e-05
-2.1625 0.00121148 3.5022e-05
-2.1375 0.00156475 4.33543e-05
-2.1125 0.00206885 4.67653e-05
-2.0875 0.00264754 5.95688e-05
-2.0625 0.00327459 6.22782e-05
